shipper_party_name,count,mean_delay,% Total
"LF LOGISTICS (CHINA) CO.,LTD.",9780,-0.3987730061349693,0.05562444784346348
"TRANSLINK SHIPPING,INC.",9776,-0.03539279869067103,0.05560169755804693
ZHANG LU,9764,0.0,0.05553344670179728
SEAMASTER GLOBAL FORWARDING,9680,-0.11002066115702479,0.05505569070804974
MADERAS ARAUCO S.A.,9480,-0.3370253164556962,0.053918176437222264
"EVERGREEN LOGISTICS CO.,LTD",9340,-0.03693790149892934,0.05312191644764303
UPS SCS (CHINA) LTD SHENZHEN BRANCH,9325,-0.07045576407506703,0.05303660287733097
EXPEDITORS HONG KONG LIMITED,9276,-0.17216472617507547,0.052757911880978246
BECTON DICKINSON DE MEXICO SA DE CV,9243,-17.16726171156551,0.05257022202629171
"HIGH Q INTERNATIONAL, S.A",9234,-0.040177604505089885,0.05251903388410448
HELLMANN WORLDWIDE LOGISTICS,8948,-0.3306884219937416,0.05089238847682118
ZF FRIEDRICHSHAFEN AG,8826,-2.3981418536143213,0.05019850477161643
EXPEDITORS VIETNAM COMPANY LIMITED,8768,-0.11541970802919709,0.04986862563307646
"THAI SAMSUNG ELECTRONICS CO., LTD.",8725,-0.08183381088825215,0.04962406006484855
ACS INTERNACIONAL S. DE R.L DE C.V.,8715,-21.560986804360297,0.04956718435130717
SEAFRIGO,8689,-0.21475428702957763,0.0494193074960996
TOPOCEAN (THAILAND) LIMITED,8591,-0.11279245722267489,0.048861925503394146
CHIQUITA BRANDS INTERNATIONAL SARL,8579,-0.1063060962816179,0.04879367464714449
PRINCESS CRUISES,8471,-0.018533821272577026,0.04817941694089766
COMBINED FREIGHT INTERNATIONAL,8322,-0.138788752703677,0.04733196880913119
"LF LOGISTICS (CHINA) CO., LTD.",8049,-0.1315691390234812,0.04577926182945169
HONOUR LANE SHIPPING LTD,8032,-0.10856573705179283,0.045682573116431355
AC CONTAINER LINE GMBH,8026,-0.24109145277846997,0.04564844768830653
"NIPPON EXPRESS CO.,LTD.",7823,-0.15262686948740892,0.04449387070341664
KUBOTA CORPORATION,7674,-0.2001563721657545,0.043646422571650176
SCHENKER CHINA LTD.,7577,-0.18648541639171176,0.04309472815029885
DAMCO INDIA PVT LTD,7535,-0.11678832116788321,0.04285585015342508
WINSWAY ABGULP,7458,-0.8523732904263878,0.042417907159156505
COHESION FREIGHT (HK) LTD.,7433,-0.0848916991793354,0.04227571787530307
ORIENT STAR TRANSPORT INT'L LTD,7400,-0.1072972972972973,0.042088028020616536
JHJ INTERNATIONAL TRANSPORTATION,7379,-0.0811763111532728,0.04196858902217965
MOL CONSOLIDATION SERVICE LIMITED,7331,-0.18210339653526122,0.041695585597181055
DHL GLOBAL FORWARDING,7279,-0.1376562714658607,0.041399831886765916
K-APEX INTERNATIONAL FREIGHT,7276,-0.44103903243540404,0.041382769172703504
TRANSWORLD SHIPPING GMBH,7171,-0.19955375819272067,0.04078557418051908
SAVINO DEL BENE DO BRASIL LTDA,7139,-0.4453004622496148,0.040603571897186684
CELEBRITY CRUISES INC.,7116,-0.03611579539066891,0.040472757756041526
TRANSLINK SHIPPING INCORPORATION,7066,-0.20945372204924992,0.04018837918833466
"K-APEX LOGISTICS (HK) CO., LIMITED",6888,-0.11280487804878049,0.0391759914872982
"JOO SUNG SEA & AIR CO., LTD.",6857,-0.11491906081376696,0.038999676775319944
MAXWIDE LOGISTICS INC.,6771,-0.20366267907251515,0.03851054563886413
DEESTONE CORPORATION LIMITED,6758,-0.8643089671500443,0.03843660721126035
SCANWELL CONTAINER LINE LTD.,6664,-0.11614645858343338,0.03790197550397143
CARNIVAL CRUISE LINES,6628,0.0,0.037697222935222485
BOSCH REXROTH AG,6622,-2.9963757173059498,0.03766309750709766
C.H. ROBINSON FREIGHT SERVICES,6572,-0.08277541083384053,0.03737871893939079
DIAGEO SCOTLAND LTD,6512,-0.3567260442260442,0.03703746465814255
SEACO SHIPPING SA CARE OF,6501,-0.07798800184586986,0.03697490137324704
CI TECNICAS BALTIME DE COLOMBIA S.A,6472,-0.13550679851668726,0.036809961803977054
HECNY SHIPPING LIMITED.,6397,-0.12771611692981086,0.03638339395241676
K-APEX LOGISTICS (SHANGHAI) COMPANY,6394,-0.19924929621520177,0.036366331238354345
KING COMPASS LOGISTICS LIMITED,6360,-0.13820754716981132,0.036172953812313675
ORIENT STAR TRANSPORT INT L LTD. R,6331,-0.002527246880429632,0.03600801424304369
SILVER FERN FARMS LIMITED,6242,-0.15523870554309516,0.03550182039252546
SHANGHAI BA-SHI YUEXIN LOGISTICS,6242,-0.0331624479333547,0.03550182039252546
GIORGIO GORI AS AGENT OF,6216,-0.058075933075933076,0.03535394353731789
DAMCO CHINA LIMITED SHENZHEN BRANCH,6187,-0.17472118959107807,0.0351890039680479
PT. KERRY LOGISTICS INDONESIA,6152,-0.1235370611183355,0.0349899389706531
EUMEX LINE SHENZHEN LIMITED,6150,-0.131869918699187,0.03497856382794483
NINGBO PORT SOUTHEAST LOGISTICS,6083,-0.03633075784974519,0.03459749654721762
"YUSEN LOGISTICS (SHENZHEN) CO., LTD",6071,-0.16751770713226816,0.03452924569096797
FOUREVER INTERNATIONAL LIMITED,6018,-0.24127617148554337,0.03422780440919869
ORNUA CO-OPERATIVE LIMITED,5983,-4.133545044292161,0.03402873941180388
UPS SCS (CHINA) LIMITED SHANGHAI BR,5957,-0.174080913211348,0.033880862556596315
ORIENTAL LOGISTICS GROUP LTD.,5924,-0.08322079675894666,0.033693172701909774
"RAMSES LOGISTICS CO.,LTD.",5883,-0.12850586435492095,0.033459982276390146
"SAFROUND LOGISTICS CO., LTD",5853,-0.2460276781137878,0.03328935513576603
BRILLIANT GROUP LOGISTICS CORP.,5848,-0.11029411764705882,0.03326091727899534
KUEHNE & NAGEL LIMITED,5848,-0.582250341997264,0.03326091727899534
MOL CONSOLIDATION SERVICE LTD O B,5842,-0.11348853132488873,0.03322679185087052
BLUE EAGLE CONSOL. SERVICES C/O,5782,-0.3076790038049118,0.03288553756962227
MITSUBISHI LOGISTICS CORPORATION,5764,-0.06228313671061763,0.032783161285247796
JF HILLEBRAND FRANCE (BEAUNE),5753,-2.112810707456979,0.03272059800035229
SEAMASTER GLOBAL FORWARDING (SHANGH,5750,-0.31565217391304345,0.03270353528628988
GLOVIS AMERICA.INC. O/B OF,5647,-0.10448025500265627,0.03211771543681373
EXPEDITORS INTERNATIONAL (I)PVT LTD,5638,-0.11191912025540972,0.03206652729462649
DAIMLER AG,5597,-0.29069144184384493,0.03183333686910686
VOLVO LOGISTICS CORPORATION,5596,-0.06576125804145819,0.031827649297752725
K-APEX LOGISTICS (XIAMEN) COMPANY,5581,-0.06665472137609747,0.03174233572744066
"COSENTINO, S.A",5563,-0.6703217688297681,0.03163995944306619
DHL GLOBAL FORWARDING (CHINA),5539,-0.15237407474273335,0.03150345773056689
"SOUTHERN VALLEY DE YUCATAN, S.",5538,-0.09516070783676417,0.031497770159212755
KOMATSU LTD,5517,-0.13902483233641472,0.03137833116077587
DIAGEO GLOBAL SUPPLY,5478,-0.15425337714494342,0.031156515877964513
"CITY OCEAN LOGISTICS CO.,LTD",5456,-0.08999266862170088,0.031031389308173493
BANANERA NACIONAL S.A.,5445,-0.11056014692378328,0.030968826023277978
JBS AUSTRALIA PTY LIMITED,5377,-0.05821089827041101,0.03058207117119664
"SEAMASTER LOGISTICS, INC.",5376,-0.07738095238095238,0.0305763835998425
DAMCO SHENZHEN ON BEHALF OF,5365,-0.047157502329916126,0.03051382031494699
U.DEL CORONA & SCARDIGLI SRL,5353,-0.34298524192041846,0.030445569458697343
TEYS AUSTRALIA PTY LTD,5334,-0.24934383202099739,0.030337505602968728
AMAG ROLLING GMBH,5282,-1.867474441499432,0.03004175189255359
BOLLORE LOGISTICS DUNKERQUE,5243,-0.06675567423230974,0.02981993660974223
FR. MEYER'S SOHN (GMBH& CO.) KG,5224,-0.25344563552833077,0.02971187275401362
DAMCO VIETNAM COMPANY LIMITED,5191,-0.7956077827008283,0.029524182899327085
"YUSEN LOGISTICS (CHINA) CO., LTD.",5152,-0.1968167701863354,0.02930236761651573
PENAVICO INTERNATIONAL LOGISTICS,5145,-0.15821185617103983,0.02926255461703677
CENTURY DISTRIBUTION SYSTEMS (SHENZ,5076,-0.32269503546099293,0.028870112193601288
STANDARD FRUIT DE GUATEMALA S.A.,5057,-0.1305121613604904,0.02876204833787268
"NISSAN MOTOR CO.,LTD.,",5047,-0.7273627897761046,0.028705172624331306
KUEHNE + NAGEL LTD.,5041,-0.10811346954969252,0.028671047196206483
T.H.I GROUP(SHANGHAI)LTD.,5020,-0.07430278884462152,0.028551608197769595
FRIUL INTAGLI INDUSTRIES SPA,4975,-0.34834170854271357,0.028295667486833414
DSV AIR & SEA GMBH,4961,-0.27111469461802057,0.028216041487875494
"PUDONG PRIME INT'L LOGISTICS,INC.",4937,-0.08264128012963338,0.02807953977537619
JING MEI AUTOMOTIVE LIMITED,4924,-1.4437449228269699,0.02800560134777241
AMERICAN COMMERCIAL TRANSPORT,4885,-0.07615148413510747,0.02778378606496105
APL LOGISTICS INDIA PVT. LTD.,4875,-0.06256410256410257,0.02772691035141968
TUPY S/A,4871,-0.25908437692465613,0.027704160066003125
SAMSUNG ELECTRONICS MEXICO SA DE CV,4829,-0.5288879685235038,0.02746528206912936
ORIENT STAR TRANSPORT INT L LTD,4811,-0.0353356890459364,0.027362905784754886
SHANGHAI ALL-LINK LOGISTICS LTD.,4802,-0.10120783007080383,0.02731171764256765
COHESION FREIGHT (HK) LTD,4797,-0.08963935793204086,0.027283279785796963
EVERGREEN LOGISTICS CORP.,4793,-0.033799290632171915,0.027260529500380413
STANDARD FRUIT COMPANY DE COSTA RIC,4792,-0.12604340567612687,0.027254841929026278
C.H. ROBINSON FREIGHT SERVICES (CHI,4764,-0.3427791771620487,0.027095589931110428
SEAMASTER GLOBAL FORWARDING (HK) LI,4725,-0.24867724867724866,0.026873774648299074
PT. OEC FREIGHT INDONESIA,4703,-0.10376355517754625,0.026748648078508054
STANDARD FRUIT DE HONDURAS S.A.,4678,-0.16182129115006413,0.026606458794654616
NOBLE SHIPPING PVT. LTD.,4612,-0.05507372072853426,0.02623107908528155
PANALPINA WELTTRANSPORT,4578,-0.46854521625163825,0.026037701659240877
COMPANIA AGROPECUARIA EL PORVENIR S,4544,-0.2088468309859155,0.025844324233200208
ROBERT BOSCH GMBH,4537,-1.1864668283006392,0.02580451123372125
BEIJING KANG JIE KONG INTL CARGO,4536,-0.11552028218694885,0.025798823662367108
ORIENT CONTAINERS SDN BHD,4533,-0.11383189940436797,0.025781760948304696
TOYOTA MOTOR CORPORATION,4526,-0.29231109147149803,0.025741947948825738
FAVOURITE DESIGN SDN BHD,4519,-0.9829608320424873,0.025702134949346773
VANGUARD LOGISTICS SERVICES,4502,-0.1046201688138605,0.02560544623632644
EASYLOG SERVICOS E LOGISTICA LTDA,4501,-0.4219062430570984,0.0255997586649723
TRANSLINK SHIPPING LINES - NINGBO,4484,-0.039473684210526314,0.02550306995195197
NOBLE SHIPPING PVT. LTD,4483,-0.08119562792772697,0.025497382380597827
FEDEX INTERNATIONAL FREIGHT FORWARD,4480,-0.21473214285714284,0.025480319666535415
"NEW CHAIN LOGISTICS CO., LTD",4471,-0.0713486915678819,0.02542913152434818
COHESION FREIGHT (HK) LIMITED,4443,-0.137744767049291,0.025269879526432334
"EXPEDITORS TAIWAN CO., LTD.",4422,-0.08932609678878335,0.02515044052799545
"CASIA GLOBAL LOGISTICS CO.,LTD.",4415,-0.21540203850509626,0.025110627528516484
"EURO LINE GLOBAL CO., LTD.",4396,-0.1339854413102821,0.025002563672787876
CEVA FREIGHT SHANGHAI LIMITED,4375,-0.2048,0.024883124674350995
SWISHER DOMINICANA INC,4353,-0.013324144268320699,0.024757998104559968
SHENZHEN PACIFIC-NET LOGISTICS INC.,4346,-0.4993097100782329,0.02471818510508101
TOPOCEAN CONSOLIDATION,4345,-0.057767548906789416,0.02471249753372687
CHINA INTERNATIONAL FREIGHT (CHINA),4343,-0.06815565277457979,0.024701122391018595
CAVENDISH FARMS,4341,-0.1428242340474545,0.024689747248310318
"CHINA INT'L FREIGHT CO.,LTD.",4336,-0.0643450184501845,0.024661309391539637
"HONDA MOTOR CO., LTD.",4321,-0.09719972228650775,0.024575995821227575
UNIQUE LOGISTICS INTERNATIONAL,4303,-0.12712061352544737,0.024473619536853106
ORIENT STAR TRANSPORT,4287,-0.1271285281082342,0.024382618395186902
DAHNAY LOGISTICS PVT LTD,4225,-0.14887573964497042,0.02402998897123039
"TONG YANG INDUSTRY CO., LTD.",4221,-0.34423122482823976,0.024007238685813836
NEW CHAIN LOGISTICS CO LTD,4217,-0.2082048849893289,0.023984488400397286
GTS LOGISTICS LTDA.,4205,-0.046135552913198576,0.02391623754414764
PUDONG PRIME INTERNATIONAL LOGISTIC,4164,-0.47574447646493756,0.023683047118628005
VMLOG LOGISTICA INTERNACIONAL LTDA,4133,-0.3142995402855069,0.02350673240664975
"WORLDWIDE LOGISTICS CO.,LTD.",4128,-0.11337209302325581,0.023478294549879063
LEONARDI & C. SPA,4121,-0.2979859257461781,0.0234384815504001
NEXEN CORPORATION,4100,-0.36804878048780487,0.023319042551963216
HANGZHOU WELL-TRANS SUPPLY CHAIN MA,4058,0.0,0.023080164555089447
PACIFIC STAR EXPRESS CORP,4048,-0.05755928853754941,0.023023288841548074
CN WORLDWIDE INTERNATIONAL FREIGHT,4045,-0.026205191594561188,0.02300622612748566
"BANANERA TEPEYAC, S.A..",4035,-0.10260223048327137,0.022949350413944285
AIRLIFT TRANS OCEANIC PVT LTD,4031,-0.18556189531133713,0.02292660012852774
HONOUR LANE LOGISTICS SDN BHD,4024,-0.11928429423459244,0.022886787129048777
A2Z LOGISTICS INDIA PVT LTD,4014,-0.12730443447932238,0.0228299114155074
FILA SPORT HONG KONG LTD.,4013,-1.9227510590580612,0.022824223844153266
EXPEDITORS INTERNATIONAL GMBH,4012,-0.21585244267198406,0.022818536272799127
AGROINDUSTRIAL PINAS DEL BOSQUE S.A,4005,-0.045692883895131084,0.022778723273320166
MELON EXPORT S.A.,4000,-0.23375,0.02275028541654948
VOLVO CAR CORPORATION,3995,-0.16795994993742178,0.022721847559778793
"CAS INTERNATIONAL CO., LTD",3995,-0.008260325406758449,0.022721847559778793
E G E T R A N S,3985,-0.1523212045169385,0.02266497184623742
"TAIZHOU FULING PLASTICS CO.,LTD.",3979,-0.20382005529027394,0.022630846418112596
EXPEDITORS INTERNATIONAL (INDIA) PV,3942,-0.05961440892947742,0.02242040627800951
TRIPLE EAGLE CONTAINER LINE (SHENZH,3929,-0.3189106642911682,0.022346467850405727
SAR TRANSPORT SYSTEMS PVT LTD,3916,-0.22854954034729316,0.02227252942280194
SINO CONNECTIONS LOGISTICS INC,3905,-0.13751600512163892,0.02220996613790643
PATSON LOGISTICS LIMITED,3890,-0.06246786632390745,0.02212465256759437
SHANGHAI HUAYANG INTERNATIONAL,3879,-0.07373034287187419,0.022062089282698857
CHENHAO,3866,-0.9935333678220383,0.02198815085509507
EXPEDITORS INTERNATIONAL (I) PVT,3860,-0.16088082901554404,0.021954025426970246
KUEHNE+NAGEL SRL CON UNICO SOCIO,3853,-0.11601349597716065,0.021914212427491288
"TSI-TRANSLINK (TAIWAN) CO.,LTD.",3785,-0.08507265521796566,0.021527457575409945
SEASKY LOGISTICS CO. LTD.,3784,-0.03858350951374207,0.021521770004055807
"KINTETSU WORLD EXPRESS,INC.",3782,-0.03622421998942359,0.021510394861347534
SAVINO DEL BENE S.P.A.,3778,-0.10984647961884594,0.021487644575930984
"JAPAN TRUST CO.,LTD.",3777,-0.08260524225575853,0.021481957004576845
MASERATI S.P.A. A SOCIO UNICO,3758,-4.339010111761575,0.021373893148848237
DACHSER SE,3744,-0.36752136752136755,0.02129426714989031
NEXEN TIRE CORPORATION,3739,-1.2530088258892753,0.021265829293119626
ORIENT STAR TRANSPORT INTL LTD.,3732,-0.10878885316184352,0.021226016293640664
"JOO SUNG SEA AIR CO., LTD.",3726,-0.07407407407407407,0.02119189086551584
EXPEDITORS INTERNATIONAL ITALIA SRL,3710,-0.192722371967655,0.02110088972384964
LANXESS DEUTSCHLAND GMBH,3706,-0.39017808958445765,0.02107813943843309
"KERRY-APEX (THAILAND) CO., LTD.",3693,-0.1695098835634985,0.021004201010829306
VS VEREINIGTE SPEZIALMOEBELFABRIKEN,3691,-1.6196152804118125,0.02099282586812103
THE ABSOLUT COMPANY AB,3665,-0.652387448840382,0.02084494901291346
YES LOGISTICS CORP.,3664,-0.06222707423580786,0.02083926144155932
EASTERN SHIPPING WORLDWIDE(SHANGHAI,3658,-1.7192454893384364,0.0208051360134345
PASHA INTERNATIONAL,3643,-0.5975844084545704,0.020719822443122437
ALIBABA COM HK LTD,3631,-1.2054530432387771,0.02065157158687279
"CHINA INTERNATIONAL FREIGHT CO., LT",3630,-0.09917355371900827,0.020645884015518652
GENERAL NOLI SPA,3629,-0.7531000275558005,0.020640196444164514
QISDA (SUZHOU) CO LTD,3624,-2.1009933774834435,0.02061175858739383
FEDEX TRADE NETWORKS TRANSPORT,3620,-0.11464088397790055,0.02058900830197728
INCEPA REVESTIMENTOS CERAMICOS LTDA,3619,-2.7292069632495166,0.02058332073062314
JF HILLEBRAND ITALIA SPA,3611,-0.5153697036831902,0.02053782015979004
K APEX LOGISTICS (M) SDN. BHD.,3611,-0.09803378565494322,0.02053782015979004
P.A.C. OCEAN LINES LTD.,3571,-0.20974516942033045,0.020310317305624548
ON TIME SHIPPING LINE LIMITED,3559,-0.15903343635852768,0.020242066449374898
ARTISTIC FABRIC AND GARMENT IND (PV,3550,-0.07549295774647888,0.020190878307187663
FR. MEYERS SOHN (GMBH & CO.) KG,3534,-0.3375778155065082,0.020099877165521463
SOLEADO S.A.,3499,-0.20120034295513003,0.01990081216812666
HELLA GMBH & CO. KGAA,3498,-3.6732418524871355,0.01989512459677252
POLLMEIER MASSIVHOLZ GMBH & CO.KG,3498,-2.8636363636363638,0.01989512459677252
ARTISTIC MILLINERS (PVT) LTD,3487,-0.08890163464295957,0.01983256131187701
"LG CHEM, LTD.",3475,-0.1945323741007194,0.019764310455627362
PENAVICO INTERNATIONAL LOGISTICS CO,3466,-0.4068090017311021,0.019713122313440124
SEAHORSE SHIPPING CORPORATION,3465,-0.06233766233766234,0.019707434742085986
GEODIS FREIGHT FORWARDING FRANCE,3463,-0.144961016459717,0.01969605959937771
ORIENT EXPRESS CONTAINER (THAILAND),3462,-0.15309069901790873,0.019690372028023574
MASTER INTERNATIONAL LOGISTICS (CHI,3459,-0.15351257588898526,0.019673309313961163
ALBATRANS SPA,3456,-0.3263888888888889,0.01965624659989875
AGILITY DO BRASIL LOGISTICA,3455,-0.11866859623733719,0.019650559028544613
CRANE WORLDWIDE LOGISTICS,3416,-0.06352459016393443,0.019428743745733255
AFFCO NEW ZEALAND LIMITED,3402,-0.5476190476190477,0.01934911774677533
"CHINA INT'L FREIGHT CO., LTD.",3394,-0.11785503830288745,0.01930361717594223
NISSIN CORPORATION,3390,-0.09174041297935104,0.01928086689052568
SHINE SHIPPING LIMITED,3385,-0.06971935007385524,0.019252429033754997
HECNY SHIPPING LTD,3383,-0.34791605084244753,0.019241053891046724
"DIRECT LOGISTICS CO., LTD.",3370,-0.08813056379821958,0.019167115463442935
FCL MARINE AGENCIES B.V.,3358,-0.2060750446694461,0.01909886460719329
ZACAPAEX S.A.,3357,-0.050044682752457555,0.01909317703583915
GIORGIO GORI SRL,3351,-0.41420471501044465,0.019059051607714327
"THAI SAMSUNG ELECTRONICS CO.,LTD.",3342,-0.046379413524835426,0.01900786346552709
FONTERRA LIMITED,3342,-0.21723518850987433,0.01900786346552709
"RAMSES LOGISTICS CO., LTD.",3335,-0.09175412293853073,0.018968050466048127
SINO CONNECTIONS LOGISTICS,3316,-0.07961399276236429,0.018859986610319516
SFS INTEC AG,3312,-2.6980676328502415,0.01883723632490297
YUSEN LOGISTICS (CHINA) COMPANY LIM,3311,-0.29900332225913623,0.01883154875354883
SHOALHAVEN STARCHES PTY LIMITED,3306,-0.27616454930429524,0.018803110896778146
"KINTETSU WORLD EXPRESS, INC.",3254,-0.057467732022126614,0.018507357186363
MEYENBURGER MOEBEL GMBH,3253,-0.4165385797725177,0.018501669615008865
"SUN TRACK EXPRESS (CHINA) CO.,LTD",3244,-0.016954377311960544,0.018450481472821627
TRANSLINK SHIPPING INC.SHENZHEN BRA,3244,-0.1624537607891492,0.018450481472821627
"OEC LOGISTICS (QINGDAO) CO.,LTD",3215,-0.15023328149300155,0.018285541903551642
CMPC MADERAS S.A.,3209,-0.34216266749766283,0.01825141647542682
UPS SCS (CHINA) LIMITED SHANGHAI,3208,-0.10504987531172069,0.01824572890407268
GOVLOG C/O GCT,3201,-1.611996251171509,0.018205915904593722
"CAS INTERNATIONAL CO.,LTD",3197,-0.02283390678761339,0.018183165619177172
CHROMEWELL ENGINEERING LTD,3194,-2.432060112711334,0.018166102905114757
"SENTURY TIRE (THAILAND) CO., LTD",3193,-0.9361102411525212,0.018160415333760623
HOYER GLOBAL TRANSPORT B.V.,3185,-0.3987441130298273,0.018114914762927523
CHINA INTERNATIONAL FREIGHT COMPANY,3172,-0.13240857503152584,0.018040976335323738
MED SERVICES OVERSEAS LTD AS AGENT,3170,-0.30315457413249214,0.01802960119261546
"YUSEN LOGISTICS (CHINA) CO., LTD.,",3158,-0.12191260291323623,0.017961350336365815
SAMSUNG ELECTRONICS HCMC CE COMPLEX,3153,-0.29559150015857916,0.017932912479595126
EXPORTADORA PROPAL S.A.,3152,-0.27918781725888325,0.01792722490824099
T.H.I. GROUP (SHANGHAI) LTD.,3149,-0.10892346776754525,0.01791016219417858
LEE KUM KEE INTERNATIONAL HOLDINGS,3143,-0.15303849825007954,0.017876036766053753
"OEC FREIGHT WORLDWIDE CO., LTD.",3125,-0.05152,0.01777366048167928
COLGATE PALMOLIVE SA DE CV,3116,-18.01155327342747,0.01772247233949204
SEAGOLD (PRIVATE) LIMITED,3112,-0.06137532133676093,0.017699722054075495
PIRELLI PNEUS LTDA,3111,-0.5091610414657667,0.017694034482721357
