type_of_service,actual_year,actual_year,actual_year_month,vessel_country_code,count,row_num,country_name
Non Containerized,2019,2019,2019-07,PA,362,2,Panama
Non Containerized,2019,2019,2019-07,HK,258,3,Hong Kong
Non Containerized,2019,2019,2019-07,MH,228,4,Marshall Islands
Non Containerized,2019,2019,2019-07,JP,163,5,Japan
Non Containerized,2019,2019,2019-07,MT,86,6,Malta
Non Containerized,2019,2019,2019-07,LR,86,7,Liberia
Non Containerized,2019,2019,2019-07,SG,64,8,Singapore
Non Containerized,2019,2019,2019-07,BS,58,9,Bahamas
Non Containerized,2019,2019,2019-07,GR,48,10,Greece
Non Containerized,2019,2019,2019-08,US,3483,1,United States
Non Containerized,2019,2019,2019-08,PA,726,2,Panama
Non Containerized,2019,2019,2019-08,BS,119,3,Bahamas
Non Containerized,2019,2019,2019-08,VU,115,4,Vanuatu
Non Containerized,2019,2019,2019-08,MT,86,5,Malta
Non Containerized,2019,2019,2019-08,MH,76,6,Marshall Islands
Non Containerized,2019,2019,2019-08,LR,66,7,Liberia
Non Containerized,2019,2019,2019-08,GR,59,8,Greece
Non Containerized,2019,2019,2019-08,SG,47,9,Singapore
Non Containerized,2019,2019,2019-08,NL,40,10,Netherlands
Non Containerized,2019,2019,2019-09,US,1154,1,United States
Non Containerized,2019,2019,2019-09,PA,589,2,Panama
Non Containerized,2019,2019,2019-09,LR,173,3,Liberia
Non Containerized,2019,2019,2019-09,MH,130,4,Marshall Islands
Non Containerized,2019,2019,2019-09,NL,66,5,Netherlands
Non Containerized,2019,2019,2019-09,SG,50,6,Singapore
Non Containerized,2019,2019,2019-09,GB,49,7,United Kingdom
Non Containerized,2019,2019,2019-09,BS,46,8,Bahamas
Non Containerized,2019,2019,2019-09,KR,29,9,South Korea
Non Containerized,2019,2019,2019-09,HK,26,10,Hong Kong
Non Containerized,2019,2019,2019-10,US,1634,1,United States
Non Containerized,2019,2019,2019-10,PA,542,2,Panama
Non Containerized,2019,2019,2019-10,LR,191,3,Liberia
Non Containerized,2019,2019,2019-10,MH,138,4,Marshall Islands
Non Containerized,2019,2019,2019-10,VU,88,5,Vanuatu
Non Containerized,2019,2019,2019-10,MT,80,6,Malta
Non Containerized,2019,2019,2019-10,BS,55,7,Bahamas
Non Containerized,2019,2019,2019-10,BM,53,8,Bermuda
Non Containerized,2019,2019,2019-10,SG,45,9,Singapore
Non Containerized,2019,2019,2019-10,NL,34,10,Netherlands
Non Containerized,2019,2019,2019-11,US,1862,1,United States
Non Containerized,2019,2019,2019-11,PA,871,2,Panama
Non Containerized,2019,2019,2019-11,NO,185,3,Norway
Non Containerized,2019,2019,2019-11,LR,170,4,Liberia
Non Containerized,2019,2019,2019-11,MH,139,5,Marshall Islands
Non Containerized,2019,2019,2019-11,JP,123,6,Japan
Non Containerized,2019,2019,2019-11,BS,91,7,Bahamas
Non Containerized,2019,2019,2019-11,SG,72,8,Singapore
Non Containerized,2019,2019,2019-11,BM,68,9,Bermuda
Non Containerized,2019,2019,2019-11,NL,50,10,Netherlands
Non Containerized,2019,2019,2019-12,US,2101,1,United States
Non Containerized,2019,2019,2019-12,PA,612,2,Panama
Non Containerized,2019,2019,2019-12,BS,179,3,Bahamas
Non Containerized,2019,2019,2019-12,SG,135,4,Singapore
Non Containerized,2019,2019,2019-12,MH,91,5,Marshall Islands
Non Containerized,2019,2019,2019-12,LR,89,6,Liberia
Non Containerized,2019,2019,2019-12,BM,57,7,Bermuda
Non Containerized,2019,2019,2019-12,MT,53,8,Malta
Non Containerized,2019,2019,2019-12,NL,38,9,Netherlands
Non Containerized,2019,2019,2019-12,PT,31,10,Portugal
Non Containerized,2020,2020,2020-01,US,2080,1,United States
Non Containerized,2020,2020,2020-01,PA,539,2,Panama
Non Containerized,2020,2020,2020-01,BS,177,3,Bahamas
Non Containerized,2020,2020,2020-01,HK,159,4,Hong Kong
Non Containerized,2020,2020,2020-01,LR,153,5,Liberia
Non Containerized,2020,2020,2020-01,MT,122,6,Malta
Non Containerized,2020,2020,2020-01,MH,97,7,Marshall Islands
Non Containerized,2020,2020,2020-01,JP,74,8,Japan
Non Containerized,2020,2020,2020-01,BM,71,9,Bermuda
Non Containerized,2020,2020,2020-01,SG,70,10,Singapore
Non Containerized,2020,2020,2020-02,US,1809,1,United States
Non Containerized,2020,2020,2020-02,PA,875,2,Panama
Non Containerized,2020,2020,2020-02,MH,367,3,Marshall Islands
Non Containerized,2020,2020,2020-02,JP,142,4,Japan
Non Containerized,2020,2020,2020-02,LR,113,5,Liberia
Non Containerized,2020,2020,2020-02,MT,105,6,Malta
Non Containerized,2020,2020,2020-02,SG,101,7,Singapore
Non Containerized,2020,2020,2020-02,HK,89,8,Hong Kong
Non Containerized,2020,2020,2020-02,BM,87,9,Bermuda
Non Containerized,2020,2020,2020-02,BS,73,10,Bahamas
Non Containerized,2020,2020,2020-03,US,1711,1,United States
Non Containerized,2020,2020,2020-03,PA,772,2,Panama
Non Containerized,2020,2020,2020-03,LR,193,3,Liberia
Non Containerized,2020,2020,2020-03,BS,149,4,Bahamas
Non Containerized,2020,2020,2020-03,IT,129,5,Italy
Non Containerized,2020,2020,2020-03,JP,100,6,Japan
Non Containerized,2020,2020,2020-03,MH,88,7,Marshall Islands
Non Containerized,2020,2020,2020-03,MT,79,8,Malta
Non Containerized,2020,2020,2020-03,HK,73,9,Hong Kong
Non Containerized,2020,2020,2020-03,BM,62,10,Bermuda
Non Containerized,2020,2020,2020-04,US,1281,1,United States
Non Containerized,2020,2020,2020-04,PA,885,2,Panama
Non Containerized,2020,2020,2020-04,JP,248,3,Japan
Non Containerized,2020,2020,2020-04,MH,137,4,Marshall Islands
Non Containerized,2020,2020,2020-04,MT,114,5,Malta
Non Containerized,2020,2020,2020-04,SG,81,6,Singapore
Non Containerized,2020,2020,2020-04,NL,67,7,Netherlands
Non Containerized,2020,2020,2020-04,LR,60,8,Liberia
Non Containerized,2020,2020,2020-04,BS,37,9,Bahamas
Non Containerized,2020,2020,2020-04,GB,21,10,United Kingdom
Non Containerized,2020,2020,2020-05,US,1016,1,United States
Non Containerized,2020,2020,2020-05,PA,812,2,Panama
Non Containerized,2020,2020,2020-05,MT,146,3,Malta
Non Containerized,2020,2020,2020-05,SG,90,4,Singapore
Non Containerized,2020,2020,2020-05,JP,85,5,Japan
Non Containerized,2020,2020,2020-05,VU,79,6,Vanuatu
Non Containerized,2020,2020,2020-05,MH,67,7,Marshall Islands
Non Containerized,2020,2020,2020-05,BS,60,8,Bahamas
Non Containerized,2020,2020,2020-05,LR,54,9,Liberia
Non Containerized,2020,2020,2020-05,IT,48,10,Italy
Non Containerized,2020,2020,2020-06,US,1026,1,United States
Non Containerized,2020,2020,2020-06,PA,578,2,Panama
Non Containerized,2020,2020,2020-06,BS,253,3,Bahamas
Non Containerized,2020,2020,2020-06,MH,180,4,Marshall Islands
Non Containerized,2020,2020,2020-06,SG,168,5,Singapore
Non Containerized,2020,2020,2020-06,IT,64,6,Italy
Non Containerized,2020,2020,2020-06,LR,54,7,Liberia
Non Containerized,2020,2020,2020-06,KY,21,8,Cayman Islands
Non Containerized,2020,2020,2020-06,GR,19,9,Greece
Non Containerized,2020,2020,2020-06,GB,19,10,United Kingdom
Non Containerized,2020,2020,2020-07,US,1641,1,United States
Non Containerized,2020,2020,2020-07,PA,645,2,Panama
Non Containerized,2020,2020,2020-07,SG,183,3,Singapore
Non Containerized,2020,2020,2020-07,LR,171,4,Liberia
Non Containerized,2020,2020,2020-07,MH,95,5,Marshall Islands
Non Containerized,2020,2020,2020-07,MT,49,6,Malta
Non Containerized,2020,2020,2020-07,BS,41,7,Bahamas
Non Containerized,2020,2020,2020-07,GR,34,8,Greece
Non Containerized,2020,2020,2020-07,JP,26,9,Japan
Non Containerized,2020,2020,2020-07,CA,18,10,Canada
Non Containerized,2020,2020,2020-08,US,1697,1,United States
Non Containerized,2020,2020,2020-08,PA,948,2,Panama
Non Containerized,2020,2020,2020-08,JP,776,3,Japan
Non Containerized,2020,2020,2020-08,MH,387,4,Marshall Islands
Non Containerized,2020,2020,2020-08,LR,222,5,Liberia
Non Containerized,2020,2020,2020-08,BS,124,6,Bahamas
Non Containerized,2020,2020,2020-08,CA,30,7,Canada
Non Containerized,2020,2020,2020-08,KR,25,8,South Korea
Non Containerized,2020,2020,2020-08,MT,24,9,Malta
Non Containerized,2020,2020,2020-08,CY,20,10,Cyprus
Non Containerized,2020,2020,2020-09,US,1273,1,United States
Non Containerized,2020,2020,2020-09,PA,663,2,Panama
Non Containerized,2020,2020,2020-09,SG,115,3,Singapore
Non Containerized,2020,2020,2020-09,LR,81,4,Liberia
Non Containerized,2020,2020,2020-09,IT,74,5,Italy
Non Containerized,2020,2020,2020-09,MH,62,6,Marshall Islands
Non Containerized,2020,2020,2020-09,JP,50,7,Japan
Non Containerized,2020,2020,2020-09,CA,22,8,Canada
Non Containerized,2020,2020,2020-09,MT,15,9,Malta
Non Containerized,2020,2020,2020-09,BS,15,10,Bahamas
Pier to House,2018,2018,2018-01,PA,14246,1,Panama
Pier to House,2018,2018,2018-01,LR,13797,2,Liberia
Pier to House,2018,2018,2018-01,HK,8171,3,Hong Kong
Pier to House,2018,2018,2018-01,GB,6507,4,United Kingdom
Pier to House,2018,2018,2018-01,SG,5908,5,Singapore
Pier to House,2018,2018,2018-01,MH,5128,6,Marshall Islands
Pier to House,2018,2018,2018-01,PT,3454,7,Portugal
Pier to House,2018,2018,2018-01,DK,2915,8,Denmark
Pier to House,2018,2018,2018-01,CY,2892,9,Cyprus
Pier to House,2018,2018,2018-01,MT,2639,10,Malta
Pier to House,2018,2018,2018-02,LR,14539,1,Liberia
Pier to House,2018,2018,2018-02,PA,11953,2,Panama
Pier to House,2018,2018,2018-02,SG,8084,3,Singapore
Pier to House,2018,2018,2018-02,HK,6865,4,Hong Kong
Pier to House,2018,2018,2018-02,GB,6336,5,United Kingdom
Pier to House,2018,2018,2018-02,DK,3927,6,Denmark
Pier to House,2018,2018,2018-02,MH,3788,7,Marshall Islands
Pier to House,2018,2018,2018-02,DE,3540,8,Germany
Pier to House,2018,2018,2018-02,MT,3356,9,Malta
Pier to House,2018,2018,2018-02,CY,2495,10,Cyprus
Pier to House,2018,2018,2018-03,LR,15966,1,Liberia
Pier to House,2018,2018,2018-03,PA,11592,2,Panama
Pier to House,2018,2018,2018-03,SG,6601,3,Singapore
Pier to House,2018,2018,2018-03,HK,6344,4,Hong Kong
Pier to House,2018,2018,2018-03,MH,5768,5,Marshall Islands
Pier to House,2018,2018,2018-03,DE,4729,6,Germany
Pier to House,2018,2018,2018-03,PT,4092,7,Portugal
Pier to House,2018,2018,2018-03,MT,3914,8,Malta
Pier to House,2018,2018,2018-03,GB,3062,9,United Kingdom
Pier to House,2018,2018,2018-03,CY,2271,10,Cyprus
Pier to House,2018,2018,2018-04,PA,19080,1,Panama
Pier to House,2018,2018,2018-04,LR,14125,2,Liberia
Pier to House,2018,2018,2018-04,HK,8413,3,Hong Kong
Pier to House,2018,2018,2018-04,SG,8297,4,Singapore
Pier to House,2018,2018,2018-04,GB,5430,5,United Kingdom
Pier to House,2018,2018,2018-04,MH,4679,6,Marshall Islands
Pier to House,2018,2018,2018-04,PT,4089,7,Portugal
Pier to House,2018,2018,2018-04,DE,3911,8,Germany
Pier to House,2018,2018,2018-04,DK,2910,9,Denmark
Pier to House,2018,2018,2018-04,CY,2904,10,Cyprus
Pier to House,2018,2018,2018-05,PA,24645,1,Panama
Pier to House,2018,2018,2018-05,LR,23373,2,Liberia
Pier to House,2018,2018,2018-05,HK,11235,3,Hong Kong
Pier to House,2018,2018,2018-05,SG,10210,4,Singapore
Pier to House,2018,2018,2018-05,MH,7061,5,Marshall Islands
Pier to House,2018,2018,2018-05,GB,6430,6,United Kingdom
Pier to House,2018,2018,2018-05,DE,5550,7,Germany
Pier to House,2018,2018,2018-05,MT,4670,8,Malta
Pier to House,2018,2018,2018-05,DK,3590,9,Denmark
Pier to House,2018,2018,2018-05,PT,2825,10,Portugal
Pier to House,2018,2018,2018-06,PA,23141,1,Panama
Pier to House,2018,2018,2018-06,LR,16532,2,Liberia
Pier to House,2018,2018,2018-06,HK,11627,3,Hong Kong
Pier to House,2018,2018,2018-06,SG,9163,4,Singapore
Pier to House,2018,2018,2018-06,MH,8720,5,Marshall Islands
Pier to House,2018,2018,2018-06,MT,5553,6,Malta
Pier to House,2018,2018,2018-06,GB,4530,7,United Kingdom
Pier to House,2018,2018,2018-06,DE,4102,8,Germany
Pier to House,2018,2018,2018-06,DK,3606,9,Denmark
Pier to House,2018,2018,2018-06,TW,3493,10,Taiwan
Pier to House,2018,2018,2018-07,PA,22409,1,Panama
Pier to House,2018,2018,2018-07,LR,16929,2,Liberia
Pier to House,2018,2018,2018-07,HK,10487,3,Hong Kong
Pier to House,2018,2018,2018-07,SG,9233,4,Singapore
Pier to House,2018,2018,2018-07,MH,7700,5,Marshall Islands
Pier to House,2018,2018,2018-07,GB,6720,6,United Kingdom
Pier to House,2018,2018,2018-07,DE,5149,7,Germany
Pier to House,2018,2018,2018-07,DK,3843,8,Denmark
Pier to House,2018,2018,2018-07,CY,3722,9,Cyprus
Pier to House,2018,2018,2018-07,MT,3556,10,Malta
Pier to House,2018,2018,2018-08,PA,20920,1,Panama
Pier to House,2018,2018,2018-08,LR,19076,2,Liberia
Pier to House,2018,2018,2018-08,SG,9810,3,Singapore
Pier to House,2018,2018,2018-08,HK,9633,4,Hong Kong
Pier to House,2018,2018,2018-08,MH,9385,5,Marshall Islands
Pier to House,2018,2018,2018-08,DE,6089,6,Germany
Pier to House,2018,2018,2018-08,GB,4552,7,United Kingdom
Pier to House,2018,2018,2018-08,MT,4041,8,Malta
Pier to House,2018,2018,2018-08,DK,3732,9,Denmark
Pier to House,2018,2018,2018-08,TW,2131,10,Taiwan
Pier to House,2018,2018,2018-09,PA,24601,1,Panama
Pier to House,2018,2018,2018-09,LR,14120,2,Liberia
Pier to House,2018,2018,2018-09,HK,9283,3,Hong Kong
Pier to House,2018,2018,2018-09,MH,8300,4,Marshall Islands
Pier to House,2018,2018,2018-09,SG,7945,5,Singapore
Pier to House,2018,2018,2018-09,GB,5773,6,United Kingdom
Pier to House,2018,2018,2018-09,DE,5090,7,Germany
Pier to House,2018,2018,2018-09,MT,3870,8,Malta
Pier to House,2018,2018,2018-09,JP,2877,9,Japan
Pier to House,2018,2018,2018-09,DK,2856,10,Denmark
Pier to House,2018,2018,2018-10,PA,23524,1,Panama
Pier to House,2018,2018,2018-10,LR,18602,2,Liberia
Pier to House,2018,2018,2018-10,HK,11218,3,Hong Kong
Pier to House,2018,2018,2018-10,SG,10942,4,Singapore
Pier to House,2018,2018,2018-10,MH,8856,5,Marshall Islands
Pier to House,2018,2018,2018-10,GB,5354,6,United Kingdom
Pier to House,2018,2018,2018-10,DE,5063,7,Germany
Pier to House,2018,2018,2018-10,DK,3878,8,Denmark
Pier to House,2018,2018,2018-10,MT,3469,9,Malta
Pier to House,2018,2018,2018-10,TW,2808,10,Taiwan
Pier to House,2018,2018,2018-11,PA,20416,1,Panama
Pier to House,2018,2018,2018-11,LR,13970,2,Liberia
Pier to House,2018,2018,2018-11,HK,10797,3,Hong Kong
Pier to House,2018,2018,2018-11,MH,9017,4,Marshall Islands
Pier to House,2018,2018,2018-11,SG,7063,5,Singapore
Pier to House,2018,2018,2018-11,GB,6892,6,United Kingdom
Pier to House,2018,2018,2018-11,DK,5254,7,Denmark
Pier to House,2018,2018,2018-11,DE,4064,8,Germany
Pier to House,2018,2018,2018-11,MT,3156,9,Malta
Pier to House,2018,2018,2018-11,JP,2417,10,Japan
Pier to House,2018,2018,2018-12,PA,26619,1,Panama
Pier to House,2018,2018,2018-12,SG,13682,2,Singapore
Pier to House,2018,2018,2018-12,LR,13188,3,Liberia
Pier to House,2018,2018,2018-12,HK,9385,4,Hong Kong
Pier to House,2018,2018,2018-12,MH,7970,5,Marshall Islands
Pier to House,2018,2018,2018-12,GB,7953,6,United Kingdom
Pier to House,2018,2018,2018-12,US,6192,7,United States
Pier to House,2018,2018,2018-12,DK,4882,8,Denmark
Pier to House,2018,2018,2018-12,MT,4853,9,Malta
Pier to House,2018,2018,2018-12,DE,3033,10,Germany
Pier to House,2019,2019,2019-01,PA,20021,1,Panama
Pier to House,2019,2019,2019-01,LR,19373,2,Liberia
Pier to House,2019,2019,2019-01,HK,13445,3,Hong Kong
Pier to House,2019,2019,2019-01,MH,12443,4,Marshall Islands
Pier to House,2019,2019,2019-01,SG,10588,5,Singapore
Pier to House,2019,2019,2019-01,DE,6631,6,Germany
Pier to House,2019,2019,2019-01,GB,6289,7,United Kingdom
Pier to House,2019,2019,2019-01,MT,4685,8,Malta
Pier to House,2019,2019,2019-01,DK,4640,9,Denmark
Pier to House,2019,2019,2019-01,US,3790,10,United States
Pier to House,2019,2019,2019-02,PA,22097,1,Panama
Pier to House,2019,2019,2019-02,LR,16620,2,Liberia
Pier to House,2019,2019,2019-02,HK,10387,3,Hong Kong
Pier to House,2019,2019,2019-02,SG,10083,4,Singapore
Pier to House,2019,2019,2019-02,GB,7055,5,United Kingdom
Pier to House,2019,2019,2019-02,DE,5312,6,Germany
Pier to House,2019,2019,2019-02,DK,5281,7,Denmark
Pier to House,2019,2019,2019-02,MT,4622,8,Malta
Pier to House,2019,2019,2019-02,MH,4554,9,Marshall Islands
Pier to House,2019,2019,2019-02,US,3695,10,United States
Pier to House,2019,2019,2019-03,PA,19509,1,Panama
Pier to House,2019,2019,2019-03,LR,12753,2,Liberia
Pier to House,2019,2019,2019-03,HK,11508,3,Hong Kong
Pier to House,2019,2019,2019-03,MH,8989,4,Marshall Islands
Pier to House,2019,2019,2019-03,SG,6883,5,Singapore
Pier to House,2019,2019,2019-03,DE,6035,6,Germany
Pier to House,2019,2019,2019-03,MT,5835,7,Malta
Pier to House,2019,2019,2019-03,GB,5498,8,United Kingdom
Pier to House,2019,2019,2019-03,DK,5436,9,Denmark
Pier to House,2019,2019,2019-03,US,3371,10,United States
Pier to House,2019,2019,2019-04,PA,22266,1,Panama
Pier to House,2019,2019,2019-04,LR,19604,2,Liberia
Pier to House,2019,2019,2019-04,HK,12295,3,Hong Kong
Pier to House,2019,2019,2019-04,SG,10255,4,Singapore
Pier to House,2019,2019,2019-04,MH,6589,5,Marshall Islands
Pier to House,2019,2019,2019-04,MT,6074,6,Malta
Pier to House,2019,2019,2019-04,GB,5111,7,United Kingdom
Pier to House,2019,2019,2019-04,DK,4059,8,Denmark
Pier to House,2019,2019,2019-04,DE,3850,9,Germany
Pier to House,2019,2019,2019-04,US,3369,10,United States
Pier to House,2019,2019,2019-05,PA,20652,1,Panama
Pier to House,2019,2019,2019-05,LR,15901,2,Liberia
Pier to House,2019,2019,2019-05,HK,13284,3,Hong Kong
Pier to House,2019,2019,2019-05,SG,11765,4,Singapore
Pier to House,2019,2019,2019-05,MT,7871,5,Malta
Pier to House,2019,2019,2019-05,MH,7288,6,Marshall Islands
Pier to House,2019,2019,2019-05,DE,5302,7,Germany
Pier to House,2019,2019,2019-05,DK,4952,8,Denmark
Pier to House,2019,2019,2019-05,US,3799,9,United States
Pier to House,2019,2019,2019-05,PT,2987,10,Portugal
Pier to House,2019,2019,2019-06,PA,17249,1,Panama
Pier to House,2019,2019,2019-06,LR,15137,2,Liberia
Pier to House,2019,2019,2019-06,SG,12223,3,Singapore
Pier to House,2019,2019,2019-06,HK,11632,4,Hong Kong
Pier to House,2019,2019,2019-06,MT,8428,5,Malta
Pier to House,2019,2019,2019-06,MH,6180,6,Marshall Islands
Pier to House,2019,2019,2019-06,DE,5062,7,Germany
Pier to House,2019,2019,2019-06,US,4307,8,United States
Pier to House,2019,2019,2019-06,DK,3906,9,Denmark
Pier to House,2019,2019,2019-06,GB,3183,10,United Kingdom
Pier to House,2019,2019,2019-07,LR,21740,1,Liberia
Pier to House,2019,2019,2019-07,PA,15123,2,Panama
Pier to House,2019,2019,2019-07,HK,13365,3,Hong Kong
Pier to House,2019,2019,2019-07,SG,10683,4,Singapore
Pier to House,2019,2019,2019-07,MH,7219,5,Marshall Islands
Pier to House,2019,2019,2019-07,MT,7147,6,Malta
Pier to House,2019,2019,2019-07,DE,4889,7,Germany
Pier to House,2019,2019,2019-07,DK,4215,8,Denmark
Pier to House,2019,2019,2019-07,GB,4070,9,United Kingdom
Pier to House,2019,2019,2019-07,US,3817,10,United States
Pier to House,2019,2019,2019-08,PA,19404,1,Panama
Pier to House,2019,2019,2019-08,LR,16661,2,Liberia
Pier to House,2019,2019,2019-08,HK,12084,3,Hong Kong
Pier to House,2019,2019,2019-08,SG,10931,4,Singapore
Pier to House,2019,2019,2019-08,MH,9277,5,Marshall Islands
Pier to House,2019,2019,2019-08,MT,7489,6,Malta
Pier to House,2019,2019,2019-08,US,4560,7,United States
Pier to House,2019,2019,2019-08,DK,4250,8,Denmark
Pier to House,2019,2019,2019-08,DE,3701,9,Germany
Pier to House,2019,2019,2019-08,GB,3068,10,United Kingdom
Pier to House,2019,2019,2019-09,PA,15908,1,Panama
Pier to House,2019,2019,2019-09,LR,15793,2,Liberia
Pier to House,2019,2019,2019-09,HK,11288,3,Hong Kong
Pier to House,2019,2019,2019-09,SG,9076,4,Singapore
Pier to House,2019,2019,2019-09,MH,6977,5,Marshall Islands
Pier to House,2019,2019,2019-09,MT,6967,6,Malta
Pier to House,2019,2019,2019-09,DE,5621,7,Germany
Pier to House,2019,2019,2019-09,US,4086,8,United States
Pier to House,2019,2019,2019-09,GB,4066,9,United Kingdom
Pier to House,2019,2019,2019-09,FR,2941,10,France
Pier to House,2019,2019,2019-10,PA,16560,1,Panama
Pier to House,2019,2019,2019-10,LR,16483,2,Liberia
Pier to House,2019,2019,2019-10,HK,11107,3,Hong Kong
Pier to House,2019,2019,2019-10,SG,9417,4,Singapore
Pier to House,2019,2019,2019-10,MH,7671,5,Marshall Islands
Pier to House,2019,2019,2019-10,MT,7223,6,Malta
Pier to House,2019,2019,2019-10,PT,4515,7,Portugal
Pier to House,2019,2019,2019-10,US,3986,8,United States
Pier to House,2019,2019,2019-10,DK,3776,9,Denmark
Pier to House,2019,2019,2019-10,DE,3748,10,Germany
Pier to House,2019,2019,2019-11,PA,16446,1,Panama
Pier to House,2019,2019,2019-11,LR,15648,2,Liberia
Pier to House,2019,2019,2019-11,HK,8634,3,Hong Kong
Pier to House,2019,2019,2019-11,SG,8544,4,Singapore
Pier to House,2019,2019,2019-11,MT,6486,5,Malta
Pier to House,2019,2019,2019-11,MH,5820,6,Marshall Islands
Pier to House,2019,2019,2019-11,DE,5128,7,Germany
Pier to House,2019,2019,2019-11,US,4278,8,United States
Pier to House,2019,2019,2019-11,FR,4153,9,France
Pier to House,2019,2019,2019-11,DK,3610,10,Denmark
Pier to House,2019,2019,2019-12,LR,16949,1,Liberia
Pier to House,2019,2019,2019-12,PA,12985,2,Panama
Pier to House,2019,2019,2019-12,HK,10025,3,Hong Kong
Pier to House,2019,2019,2019-12,SG,8945,4,Singapore
Pier to House,2019,2019,2019-12,MT,8929,5,Malta
Pier to House,2019,2019,2019-12,MH,5226,6,Marshall Islands
Pier to House,2019,2019,2019-12,US,3738,7,United States
Pier to House,2019,2019,2019-12,DK,3675,8,Denmark
Pier to House,2019,2019,2019-12,DE,2831,9,Germany
Pier to House,2019,2019,2019-12,PT,2604,10,Portugal
Pier to House,2020,2020,2020-01,PA,18277,1,Panama
Pier to House,2020,2020,2020-01,LR,13239,2,Liberia
Pier to House,2020,2020,2020-01,HK,9942,3,Hong Kong
Pier to House,2020,2020,2020-01,SG,7261,4,Singapore
Pier to House,2020,2020,2020-01,MT,6988,5,Malta
Pier to House,2020,2020,2020-01,MH,5408,6,Marshall Islands
Pier to House,2020,2020,2020-01,GB,5034,7,United Kingdom
Pier to House,2020,2020,2020-01,DE,4915,8,Germany
Pier to House,2020,2020,2020-01,FR,4020,9,France
Pier to House,2020,2020,2020-01,DK,3984,10,Denmark
Pier to House,2020,2020,2020-02,PA,12792,1,Panama
Pier to House,2020,2020,2020-02,LR,11345,2,Liberia
Pier to House,2020,2020,2020-02,MT,10613,3,Malta
Pier to House,2020,2020,2020-02,HK,8750,4,Hong Kong
Pier to House,2020,2020,2020-02,SG,6830,5,Singapore
Pier to House,2020,2020,2020-02,MH,5585,6,Marshall Islands
Pier to House,2020,2020,2020-02,US,3234,7,United States
Pier to House,2020,2020,2020-02,DK,2863,8,Denmark
Pier to House,2020,2020,2020-02,DE,2469,9,Germany
Pier to House,2020,2020,2020-02,TW,2342,10,Taiwan
Pier to House,2020,2020,2020-03,PA,16959,1,Panama
Pier to House,2020,2020,2020-03,LR,13032,2,Liberia
Pier to House,2020,2020,2020-03,MT,7592,3,Malta
Pier to House,2020,2020,2020-03,HK,6718,4,Hong Kong
Pier to House,2020,2020,2020-03,SG,6496,5,Singapore
Pier to House,2020,2020,2020-03,MH,5109,6,Marshall Islands
Pier to House,2020,2020,2020-03,DE,4362,7,Germany
Pier to House,2020,2020,2020-03,US,3950,8,United States
Pier to House,2020,2020,2020-03,FR,3185,9,France
Pier to House,2020,2020,2020-03,PT,2727,10,Portugal
Pier to House,2020,2020,2020-04,PA,17534,1,Panama
Pier to House,2020,2020,2020-04,LR,12734,2,Liberia
Pier to House,2020,2020,2020-04,MT,9802,3,Malta
Pier to House,2020,2020,2020-04,HK,8987,4,Hong Kong
Pier to House,2020,2020,2020-04,SG,7708,5,Singapore
Pier to House,2020,2020,2020-04,MH,5961,6,Marshall Islands
Pier to House,2020,2020,2020-04,DK,3797,7,Denmark
Pier to House,2020,2020,2020-04,US,3728,8,United States
Pier to House,2020,2020,2020-04,FR,3291,9,France
Pier to House,2020,2020,2020-04,GB,3054,10,United Kingdom
Pier to House,2020,2020,2020-05,PA,11610,1,Panama
Pier to House,2020,2020,2020-05,HK,11272,2,Hong Kong
Pier to House,2020,2020,2020-05,LR,10913,3,Liberia
Pier to House,2020,2020,2020-05,SG,7648,4,Singapore
Pier to House,2020,2020,2020-05,MT,7306,5,Malta
Pier to House,2020,2020,2020-05,US,3766,6,United States
Pier to House,2020,2020,2020-05,MH,3372,7,Marshall Islands
Pier to House,2020,2020,2020-05,DK,3168,8,Denmark
Pier to House,2020,2020,2020-05,DE,2521,9,Germany
Pier to House,2020,2020,2020-05,JP,2153,10,Japan
Pier to House,2020,2020,2020-06,HK,13790,1,Hong Kong
Pier to House,2020,2020,2020-06,PA,13764,2,Panama
Pier to House,2020,2020,2020-06,MT,7341,3,Malta
Pier to House,2020,2020,2020-06,LR,6964,4,Liberia
Pier to House,2020,2020,2020-06,SG,6052,5,Singapore
Pier to House,2020,2020,2020-06,DE,4461,6,Germany
Pier to House,2020,2020,2020-06,DK,4282,7,Denmark
Pier to House,2020,2020,2020-06,GB,4256,8,United Kingdom
Pier to House,2020,2020,2020-06,PT,3817,9,Portugal
Pier to House,2020,2020,2020-06,US,3675,10,United States
Pier to House,2020,2020,2020-07,PA,18425,1,Panama
Pier to House,2020,2020,2020-07,LR,12397,2,Liberia
Pier to House,2020,2020,2020-07,MT,11190,3,Malta
Pier to House,2020,2020,2020-07,HK,10686,4,Hong Kong
Pier to House,2020,2020,2020-07,SG,8912,5,Singapore
Pier to House,2020,2020,2020-07,DK,5817,6,Denmark
Pier to House,2020,2020,2020-07,FR,4078,7,France
Pier to House,2020,2020,2020-07,GB,3797,8,United Kingdom
Pier to House,2020,2020,2020-07,US,3658,9,United States
Pier to House,2020,2020,2020-07,MH,3521,10,Marshall Islands
Pier to House,2020,2020,2020-08,HK,14285,1,Hong Kong
Pier to House,2020,2020,2020-08,MT,13442,2,Malta
Pier to House,2020,2020,2020-08,PA,12523,3,Panama
Pier to House,2020,2020,2020-08,SG,10820,4,Singapore
